"Exp","Condition"
-0.282946648,"Donor_wo"
-0.0695142364999999,"Donor_w"
-0.27349101525,"Donor_wo"
-0.26810914875,"Donor_wo"
0.031455898,"Donor_wo"
-0.01212711,"Donor_wo"
0.1598902955,"Donor_wo"
-0.3397976395,"Donor_wo"
-0.0142876407500001,"Donor_wo"
-0.17645947625,"Donor_wo"
-0.029334466,"Donor_wo"
0.0339076215,"Donor_wo"
-0.107912907,"Donor_wo"
-0.1751451015,"Donor_wo"
-0.325223302,"Donor_wo"
-0.108325559,"Donor_wo"
0.23687021475,"Donor_wo"
0.15273952875,"Donor_wo"
-0.21724963275,"Donor_wo"
-0.145378074,"Donor_wo"
-0.14599502825,"Donor_wo"
-0.22082968575,"Donor_wo"
-0.20203716575,"Donor_wo"
0.19016143,"Donor_wo"
0.28333630775,"Donor_wo"
0.61299913525,"Donor_wo"
0.58857833325,"Donor_wo"
0.7167571795,"Donor_wo"
1.41646526625,"Donor_wo"
0.184717994,"Donor_wo"
0.555119255,"Donor_wo"
0.000598286000000003,"Donor_wo"
-0.0125897260000001,"Donor_wo"
-0.07742820475,"Donor_wo"
0.412090765,"Donor_wo"
-0.1639161475,"Donor_wo"
0.28940235375,"Donor_wo"
0.51988686925,"Donor_wo"
0.51729554,"Donor_wo"
0.0175407144999999,"Donor_wo"
0.605954432,"Donor_wo"
0.1073610755,"Donor_wo"
-0.0435124904999999,"Donor_wo"
-0.0839999104999999,"Donor_wo"
-0.3199533445,"Donor_wo"
1.144317176,"Donor_w"
-0.17303098325,"Donor_wo"
-0.589214236,"Donor_wo"
-0.150314597,"Donor_wo"
0.21822154175,"Donor_wo"
-0.105051833,"Donor_wo"
0.3050342425,"Donor_wo"
-0.3012146865,"Donor_wo"
0.0610176939999998,"Donor_wo"
1.75786912275,"Donor_wo"
0.0783155945,"Donor_wo"
-0.0290241100000002,"Donor_wo"
0.24378872325,"Donor_wo"
-0.10980461825,"Donor_wo"
-0.18337455375,"Donor_wo"
-0.1265177415,"Donor_wo"
-0.1557520485,"Donor_wo"
0.535720845,"Donor_wo"
0.57489828525,"Donor_wo"
0.13410501275,"Donor_wo"
-0.29742662725,"Donor_w"
0.1356953555,"Donor_wo"
-0.18718057125,"Donor_wo"
-0.2275133685,"Donor_wo"
0.00786691374999993,"Donor_wo"
0.0899031154999999,"Donor_wo"
0.34018732575,"Donor_wo"
-0.16039744725,"Donor_wo"
-0.0176184397500001,"Donor_wo"
0.2265133805,"Donor_wo"
0.0419059202500001,"Donor_wo"
0.3096916125,"Donor_wo"
-0.31928523975,"Donor_wo"
-0.139827584,"Donor_wo"
-0.2913441395,"Donor_wo"
0.34478252475,"Donor_wo"
0.0815224982499999,"Donor_wo"
0.170988926,"Donor_wo"
-0.27495512275,"Donor_wo"
-0.1422046015,"Donor_wo"
-0.36992103275,"Donor_wo"
-0.11047577025,"Donor_wo"
0.03746229625,"Donor_wo"
-0.14434622,"Donor_wo"
-0.13952747475,"Donor_wo"
0.15510158925,"Donor_wo"
0.0728637125000001,"Donor_wo"
-0.0926110667500001,"Donor_wo"
-0.0194477425,"Donor_wo"
0.28857415125,"Donor_wo"
-0.2286382945,"Donor_wo"
1.35173192825,"Donor_wo"
-0.07429316725,"Donor_wo"
-0.18867249575,"Donor_wo"
0.00375239199999988,"Donor_wo"
0.4291833645,"Donor_wo"
1.87783041,"Donor_wo"
-0.1384459505,"Donor_wo"
-0.22831153975,"Donor_wo"
-0.33177577975,"Donor_wo"
0.60971777175,"Donor_wo"
-0.4675377625,"Donor_wo"
-0.25581050475,"Donor_wo"
-0.14716845725,"Donor_wo"
0.238443448,"Donor_wo"
-0.50204755975,"Donor_wo"
-0.116445437,"Donor_wo"
-0.00717233975000009,"Donor_wo"
0.21870654525,"Donor_wo"
0.0649434332499999,"Donor_wo"
0.48170012925,"Donor_wo"
0.37338739775,"Donor_wo"
-0.280496566,"Donor_wo"
-0.22470779625,"Donor_wo"
-0.3640131025,"Donor_wo"
0.0948042707500001,"Donor_wo"
-0.28235895075,"Donor_wo"
-0.28058424425,"Donor_wo"
-0.3008632995,"Donor_wo"
-0.1340988025,"Donor_wo"
-0.29645247375,"Donor_wo"
0.00815112849999988,"Donor_wo"
0.51245484175,"Donor_wo"
1.25968395925,"Donor_wo"
-0.1655378295,"Donor_wo"
0.1017497085,"Donor_wo"
0.14457429225,"Donor_wo"
0.46342529775,"Donor_wo"
