"count","Sample_Barcode","Condition"
2553.70667428445,"TCGA-FP-7998","Donor_wo"
2452.8176182401,"TCGA-CG-4460","Donor_wo"
4764.1364003407,"TCGA-BR-4361","Donor_w"
4354.14306888526,"TCGA-CG-4465","Donor_wo"
7172.84108012033,"TCGA-HF-7131","Donor_wo"
2899.54511869796,"TCGA-RD-A7C1","Donor_wo"
1407.05372197451,"TCGA-FP-8210","Donor_wo"
6191.01088079603,"TCGA-VQ-A8E0","Donor_wo"
3855.83256652054,"TCGA-R5-A7ZI","Donor_wo"
3936.35166383821,"TCGA-BR-7715","Donor_wo"
5190.42873540592,"TCGA-D7-A4YX","Donor_wo"
2022.31902464477,"TCGA-CD-8525","Donor_wo"
3271.37483713093,"TCGA-RD-A8N0","Donor_wo"
5563.40763527819,"TCGA-D7-5577","Donor_wo"
2174.49488535036,"TCGA-IN-A7NR","Donor_wo"
1894.95533207968,"TCGA-R5-A7ZE","Donor_wo"
1864.45420144445,"TCGA-HU-A4GY","Donor_wo"
7044.22033545808,"TCGA-BR-6452","Donor_wo"
2058.77012591998,"TCGA-VQ-A8PB","Donor_wo"
5158.66165298308,"TCGA-VQ-A8P8","Donor_wo"
2312.65201306642,"TCGA-KB-A6F7","Donor_wo"
8036.71918911082,"TCGA-BR-4257","Donor_wo"
3951.46335796819,"TCGA-F1-6874","Donor_wo"
1637.20737087744,"TCGA-CD-A48A","Donor_wo"
2713.28949749456,"TCGA-BR-8366","Donor_wo"
1709.85159973938,"TCGA-BR-8286","Donor_wo"
3211.66889438674,"TCGA-D7-6528","Donor_wo"
2000.68085375679,"TCGA-FP-A4BF","Donor_wo"
2589.8872559029,"TCGA-BR-8590","Donor_wo"
5739.37396312296,"TCGA-FP-7829","Donor_wo"
1706.14331049102,"TCGA-BR-4369","Donor_wo"
4557.37896381634,"TCGA-VQ-A8PF","Donor_wo"
1126.51261913109,"TCGA-BR-8295","Donor_wo"
3526.47422499152,"TCGA-CD-5799","Donor_wo"
3140.43017927505,"TCGA-BR-A4J4","Donor_wo"
1387.07957943489,"TCGA-CG-4442","Donor_wo"
1303.3595044306,"TCGA-KB-A93H","Donor_wo"
893.138755916453,"TCGA-CD-8526","Donor_wo"
5142.46571760549,"TCGA-BR-6707","Donor_wo"
4734.20460813022,"TCGA-VQ-A8E3","Donor_wo"
9953.1349303527,"TCGA-BR-6852","Donor_w"
7138.80303982209,"TCGA-CG-5732","Donor_wo"
7072.50173326791,"TCGA-VQ-A8DT","Donor_wo"
6135.43569654428,"TCGA-VQ-A91E","Donor_wo"
3368.68099445611,"TCGA-VQ-A91A","Donor_wo"
1328.91898949574,"TCGA-IN-A7NT","Donor_wo"
5578.21536975253,"TCGA-CG-4444","Donor_wo"
1994.32309877402,"TCGA-IN-A6RI","Donor_wo"
6121.17797593292,"TCGA-BR-7851","Donor_wo"
5666.34830543702,"TCGA-HU-A4GC","Donor_wo"
1992.10057071873,"TCGA-CD-5813","Donor_wo"
3462.54496806805,"TCGA-CG-4462","Donor_wo"
2518.9583365275,"TCGA-HU-8610","Donor_wo"
985.9804046497,"TCGA-RD-A8N4","Donor_wo"
3837.52257671702,"TCGA-D7-5578","Donor_wo"
2675.51957790897,"TCGA-HF-7133","Donor_wo"
2976.52239534049,"TCGA-BR-4367","Donor_wo"
3347.33774978326,"TCGA-BR-8486","Donor_wo"
1587.30911733278,"TCGA-D7-6521","Donor_wo"
4628.59131940873,"TCGA-HU-A4G8","Donor_wo"
3342.75956520229,"TCGA-VQ-A8P5","Donor_wo"
3902.14968234488,"TCGA-SW-A7EA","Donor_wo"
1945.51781451354,"TCGA-MX-A5UG","Donor_wo"
6771.37277754168,"TCGA-VQ-A91V","Donor_wo"
2912.43702084421,"TCGA-MX-A5UJ","Donor_wo"
2204.28102037583,"TCGA-FP-7735","Donor_wo"
1907.70177445899,"TCGA-CD-A487","Donor_wo"
3007.15211135715,"TCGA-IN-A6RO","Donor_wo"
2872.00195789878,"TCGA-CG-5719","Donor_wo"
4257.2098364927,"TCGA-BR-8588","Donor_wo"
1550.70100656757,"TCGA-CD-8530","Donor_wo"
3234.17908703466,"TCGA-HU-A4H4","Donor_wo"
1662.13338164527,"TCGA-RD-A7BW","Donor_wo"
4487.02698924832,"TCGA-CD-8532","Donor_wo"
1632.58766037496,"TCGA-CD-A489","Donor_wo"
2755.73217289001,"TCGA-D7-6526","Donor_wo"
2214.16737472631,"TCGA-D7-6822","Donor_wo"
4398.11887080044,"TCGA-HU-A4GT","Donor_wo"
3470.92486408203,"TCGA-BR-7707","Donor_wo"
