"group","freg","mean","sd","GO"
"GO",-96,0.0651162790697674,0.0482242822170412,"GO:0016255"
"GO",-95,0.0651162790697674,0.0482242822170412,"GO:0016255"
"GO",-94,0.0674418604651163,0.0474137323515443,"GO:0016255"
"GO",-93,0.0674418604651163,0.0474137323515443,"GO:0016255"
"GO",-92,0.0666666666666667,0.0471404520791032,"GO:0016255"
"GO",-91,0.0697674418604651,0.0464700811118101,"GO:0016255"
"GO",-90,0.0697674418604651,0.0464700811118101,"GO:0016255"
"GO",-89,0.0674418604651163,0.0474137323515443,"GO:0016255"
"GO",-88,0.0674418604651163,0.0474137323515443,"GO:0016255"
"GO",-87,0.0651162790697674,0.0482242822170412,"GO:0016255"
"GO",-86,0.0662790697674419,0.0472089204551707,"GO:0016255"
"GO",-85,0.0674418604651163,0.0474137323515443,"GO:0016255"
"GO",-84,0.0682170542635659,0.0465494493696615,"GO:0016255"
"GO",-83,0.072093023255814,0.0503586252854693,"GO:0016255"
"GO",-82,0.072093023255814,0.0503586252854693,"GO:0016255"
"GO",-81,0.0728682170542636,0.0510502470357078,"GO:0016255"
"GO",-80,0.0767441860465116,0.0427462574375458,"GO:0016255"
"GO",-79,0.0761627906976744,0.0425921579147629,"GO:0016255"
"GO",-78,0.0744186046511628,0.0441481448448827,"GO:0016255"
"GO",-77,0.0767441860465116,0.0427462574375458,"GO:0016255"
"GO",-76,0.0767441860465116,0.0427462574375458,"GO:0016255"
"GO",-75,0.0767441860465116,0.0427462574375458,"GO:0016255"
"GO",-74,0.072093023255814,0.045385026875081,"GO:0016255"
"GO",-73,0.072093023255814,0.045385026875081,"GO:0016255"
"GO",-72,0.0697674418604651,0.0464700811118101,"GO:0016255"
"GO",-71,0.0705426356589147,0.0455474067386144,"GO:0016255"
"GO",-70,0.072093023255814,0.045385026875081,"GO:0016255"
"GO",-69,0.0651162790697674,0.0482242822170412,"GO:0016255"
"GO",-68,0.063953488372093,0.0479652421220538,"GO:0016255"
"GO",-67,0.0674418604651163,0.0474137323515443,"GO:0016255"
"GO",-66,0.0674418604651163,0.0474137323515443,"GO:0016255"
"GO",-65,0.0674418604651163,0.0474137323515443,"GO:0016255"
"GO",-64,0.0697674418604651,0.0464700811118101,"GO:0016255"
"GO",-63,0.072093023255814,0.045385026875081,"GO:0016255"
"GO",-62,0.072093023255814,0.045385026875081,"GO:0016255"
"GO",-61,0.0697674418604651,0.0464700811118101,"GO:0016255"
"GO",-60,0.0697674418604651,0.0464700811118101,"GO:0016255"
"GO",-59,0.0697674418604651,0.0464700811118101,"GO:0016255"
"GO",-58,0.0697674418604651,0.0464700811118101,"GO:0016255"
"GO",-57,0.0697674418604651,0.0464700811118101,"GO:0016255"
"GO",-56,0.0697674418604651,0.0464700811118101,"GO:0016255"
"GO",-55,0.0697674418604651,0.0464700811118101,"GO:0016255"
"GO",-54,0.0697674418604651,0.0464700811118101,"GO:0016255"
"GO",-53,0.0709302325581395,0.0452934323783404,"GO:0016255"
"GO",-52,0.072093023255814,0.045385026875081,"GO:0016255"
"GO",-51,0.072093023255814,0.045385026875081,"GO:0016255"
"GO",-50,0.072093023255814,0.045385026875081,"GO:0016255"
"GO",-49,0.0744186046511628,0.0441481448448827,"GO:0016255"
"GO",-48,0.0755813953488372,0.0427786287087036,"GO:0016255"
"GO",-47,0.0767441860465116,0.0427462574375458,"GO:0016255"
"GO",-46,0.0767441860465116,0.0427462574375458,"GO:0016255"
"GO",-45,0.0767441860465116,0.0427462574375458,"GO:0016255"
"GO",-44,0.072093023255814,0.045385026875081,"GO:0016255"
"GO",-43,0.072093023255814,0.045385026875081,"GO:0016255"
"GO",-42,0.0674418604651163,0.0474137323515443,"GO:0016255"
"GO",-41,0.0697674418604651,0.0464700811118101,"GO:0016255"
"GO",-40,0.0744186046511628,0.0441481448448827,"GO:0016255"
"GO",-39,0.0767441860465116,0.0427462574375458,"GO:0016255"
"GO",-38,0.0790697674418605,0.0411625091493271,"GO:0016255"
"GO",-37,0.0802325581395349,0.0395503519996992,"GO:0016255"
"GO",-36,0.0790697674418605,0.0411625091493271,"GO:0016255"
"GO",-35,0.0790697674418605,0.0411625091493271,"GO:0016255"
"GO",-34,0.0790697674418605,0.0411625091493271,"GO:0016255"
"GO",-33,0.0744186046511628,0.0441481448448827,"GO:0016255"
"GO",-32,0.0744186046511628,0.0441481448448827,"GO:0016255"
"GO",-31,0.0767441860465116,0.0427462574375458,"GO:0016255"
"GO",-30,0.0767441860465116,0.0427462574375458,"GO:0016255"
"GO",-29,0.0767441860465116,0.0427462574375458,"GO:0016255"
"GO",-28,0.0744186046511628,0.0441481448448827,"GO:0016255"
"GO",-27,0.072093023255814,0.045385026875081,"GO:0016255"
"GO",-26,0.072093023255814,0.045385026875081,"GO:0016255"
"GO",-25,0.0697674418604651,0.0464700811118101,"GO:0016255"
"GO",-24,0.0697674418604651,0.0464700811118101,"GO:0016255"
"GO",-23,0.0697674418604651,0.0464700811118101,"GO:0016255"
"GO",-22,0.072093023255814,0.045385026875081,"GO:0016255"
"GO",-21,0.0744186046511628,0.0441481448448827,"GO:0016255"
"GO",-20,0.0674418604651163,0.0474137323515443,"GO:0016255"
"GO",-19,0.0697674418604651,0.0464700811118101,"GO:0016255"
"GO",-18,0.0697674418604651,0.0464700811118101,"GO:0016255"
"GO",-17,0.0674418604651163,0.0474137323515443,"GO:0016255"
"GO",-16,0.0616279069767442,0.0485960135812717,"GO:0016255"
"GO",-15,0.063953488372093,0.0479652421220538,"GO:0016255"
"GO",-14,0.0325581395348837,0.0474137323515443,"GO:0016255"
"GO",-13,0.0325581395348837,0.0474137323515443,"GO:0016255"
"GO",-12,0.0325581395348837,0.0474137323515443,"GO:0016255"
"GO",-11,0.0343023255813954,0.0475667625472326,"GO:0016255"
"GO",-10,0.0356589147286822,0.0495457400969761,"GO:0016255"
"GO",-9,0.0372093023255814,0.0535557378276461,"GO:0016255"
"GO",-8,0.0348837209302326,0.0482242822170412,"GO:0016255"
"GO",-7,0.0333333333333333,0.0471404520791032,"GO:0016255"
"GO",-6,0.0255813953488372,0.0441481448448827,"GO:0016255"
"GO",-5,0.0255813953488372,0.0441481448448827,"GO:0016255"
"GO",-4,0.0209302325581395,0.0411625091493271,"GO:0016255"
"GO",-3,0.0186046511627907,0.0393749615479079,"GO:0016255"
"GO",-2,0.0162790697674419,0.0373543683818814,"GO:0016255"
"GO",-1,0.0116279069767442,0.0324353006224288,"GO:0016255"
"All",-100,0.0199447423526427,0.0437893469757778,"GO:0006941"
"All",-99,0.0195011401792789,0.0434842277989326,"GO:0006941"
"All",-98,0.0188925263572995,0.0427314276245817,"GO:0006941"
"All",-97,0.0185975409019861,0.0422095537395706,"GO:0006941"
"All",-96,0.0184117452956119,0.0419301387506273,"GO:0006941"
"All",-95,0.0182763791347126,0.041698925054944,"GO:0006941"
"All",-94,0.0183714753123495,0.041750798286306,"GO:0006941"
"All",-93,0.018285553060264,0.0415897752891739,"GO:0006941"
"All",-92,0.0183990153952726,0.0418626218964955,"GO:0006941"
"All",-91,0.0183368021294831,0.0418521025539049,"GO:0006941"
"All",-90,0.0184129287521787,0.0419960536069159,"GO:0006941"
"All",-89,0.0185223862507542,0.042027727055213,"GO:0006941"
"All",-88,0.0185766679686495,0.0421391159147307,"GO:0006941"
"All",-87,0.0185978220605289,0.0422237588885653,"GO:0006941"
"All",-86,0.0185154753094531,0.0421707464533147,"GO:0006941"
"All",-85,0.0186354635425468,0.0422572806062372,"GO:0006941"
"All",-84,0.0185010484646521,0.0420386050790833,"GO:0006941"
"All",-83,0.018627922011345,0.0423248109783512,"GO:0006941"
"All",-82,0.0187146221047375,0.0424325184904348,"GO:0006941"
"All",-81,0.0189225637403907,0.0425670502546999,"GO:0006941"
"All",-80,0.0188783003957432,0.0425601028428297,"GO:0006941"
"All",-79,0.01885659224107,0.0425268083083422,"GO:0006941"
"All",-78,0.0189494763387018,0.0425403689750925,"GO:0006941"
"All",-77,0.0191313608532606,0.0426872596663215,"GO:0006941"
"All",-76,0.0191744797845208,0.0426846767597788,"GO:0006941"
"All",-75,0.0192915415266664,0.042952217167804,"GO:0006941"
"All",-74,0.0192106567249031,0.0426717398763243,"GO:0006941"
"All",-73,0.0193001282790254,0.0429897014698162,"GO:0006941"
"All",-72,0.0193767757443865,0.0430322584148142,"GO:0006941"
"All",-71,0.0194254222053926,0.0430665300168887,"GO:0006941"
"All",-70,0.0195168103238977,0.0433160916058621,"GO:0006941"
"All",-69,0.0194616098463617,0.0432600668195154,"GO:0006941"
"All",-68,0.0195180074506732,0.0432742806523093,"GO:0006941"
"All",-67,0.0195099259617094,0.0431902654469887,"GO:0006941"
"All",-66,0.0197699943254044,0.0435179621904532,"GO:0006941"
"All",-65,0.0198115684291574,0.0436476459311331,"GO:0006941"
"All",-64,0.0197687555101699,0.0435725922520238,"GO:0006941"
"All",-63,0.0198864575421616,0.0437287438520351,"GO:0006941"
"All",-62,0.0199726400210159,0.0436945721653945,"GO:0006941"
"All",-61,0.0199345595096962,0.0435472566243162,"GO:0006941"
"All",-60,0.0200472749439868,0.0438365483709937,"GO:0006941"
"All",-59,0.0200636179133147,0.0440040776469008,"GO:0006941"
"All",-58,0.0201147563574719,0.0439037145040958,"GO:0006941"
"All",-57,0.0201364661498095,0.0439276045456824,"GO:0006941"
"All",-56,0.0202032418400205,0.0440690728002469,"GO:0006941"
"All",-55,0.0204707278950948,0.0441157511232748,"GO:0006941"
"All",-54,0.0204563860203815,0.0441503906025296,"GO:0006941"
"All",-53,0.0204002138789787,0.0440479966173066,"GO:0006941"
"All",-52,0.0203471326879817,0.0440105086404358,"GO:0006941"
"All",-51,0.0204086130860998,0.0438465239015078,"GO:0006941"
"All",-50,0.0206442521431712,0.04453461343934,"GO:0006941"
"All",-49,0.0207534827563618,0.0446150384690531,"GO:0006941"
"All",-48,0.0207331827270515,0.0446747173377024,"GO:0006941"
"All",-47,0.0205882330513455,0.0443086166297209,"GO:0006941"
"All",-46,0.0207860888561098,0.0445495448558305,"GO:0006941"
"All",-45,0.0209478914119185,0.0447222894361697,"GO:0006941"
"All",-44,0.0209193501793035,0.0449484985419139,"GO:0006941"
"All",-43,0.0210695175585253,0.0452154741146878,"GO:0006941"
"All",-42,0.0209978016587016,0.0450471949683277,"GO:0006941"
"All",-41,0.0209710650116311,0.0446896701342617,"GO:0006941"
"All",-40,0.0207941748471441,0.0447433983225202,"GO:0006941"
"All",-39,0.0208893770876377,0.0448066902000855,"GO:0006941"
"All",-38,0.0210479724278385,0.0451034918447807,"GO:0006941"
"All",-37,0.0211488557580467,0.0451840515116763,"GO:0006941"
"All",-36,0.0212254256840798,0.0451691622735114,"GO:0006941"
"All",-35,0.0212194198450947,0.0451635277041217,"GO:0006941"
"All",-34,0.0213454006950276,0.0451763069166778,"GO:0006941"
"All",-33,0.0214145301016555,0.0453014233749472,"GO:0006941"
"All",-32,0.0214179145799687,0.0452474590842468,"GO:0006941"
"All",-31,0.0212991415043366,0.0449489832515887,"GO:0006941"
"All",-30,0.0214717666093912,0.0452842123216388,"GO:0006941"
"All",-29,0.0215921466607364,0.0454601842272408,"GO:0006941"
"All",-28,0.0216214769622522,0.0456325863445763,"GO:0006941"
"All",-27,0.021536322585848,0.0455437507709511,"GO:0006941"
"All",-26,0.0214902073523731,0.0453063491491087,"GO:0006941"
"All",-25,0.0216264142751829,0.0456906559939844,"GO:0006941"
"All",-24,0.0217698071869172,0.0455539333657094,"GO:0006941"
"All",-23,0.0218413041263699,0.0455974981056138,"GO:0006941"
"All",-22,0.0220498457862046,0.0454119444859104,"GO:0006941"
"All",-21,0.0222274922592117,0.0458322102918439,"GO:0006941"
"All",-20,0.022363008130839,0.0462093630241072,"GO:0006941"
"All",-19,0.0223831939245982,0.0462051634595588,"GO:0006941"
"All",-18,0.0223220898004961,0.0462646473412234,"GO:0006941"
"All",-17,0.0224147535612354,0.0463355006473881,"GO:0006941"
"All",-16,0.0225468764140079,0.0466568136680752,"GO:0006941"
"All",-15,0.0227919060020516,0.0466814825567,"GO:0006941"
"All",-14,0.0227058779838424,0.0465386405188756,"GO:0006941"
"All",-13,0.0227154174232198,0.0467139044751007,"GO:0006941"
"All",-12,0.0225330084987276,0.0466865697273249,"GO:0006941"
"All",-11,0.0225980842310936,0.04689405747113,"GO:0006941"
"All",-10,0.0227896320068873,0.0470614359570016,"GO:0006941"
"All",-9,0.0229028779998376,0.0472789731341694,"GO:0006941"
"All",-8,0.0230884727329494,0.0472681785923245,"GO:0006941"
"All",-7,0.0232762723977086,0.047517564003622,"GO:0006941"
"All",-6,0.0236086268618144,0.0480034686360942,"GO:0006941"
"All",-5,0.0236646811909281,0.0478911605405052,"GO:0006941"
"All",-4,0.0238866445677642,0.048250752417416,"GO:0006941"
"All",-3,0.0241064043079664,0.0483627721848201,"GO:0006941"
"All",-2,0.0240179609545613,0.0482959159332502,"GO:0006941"
"All",-1,0.0233883009957498,0.0474146222367683,"GO:0006941"
"GO",-100,0.0371212121212121,0.0590475256800475,"GO:0006941"
"GO",-99,0.0304004329004329,0.0517240540672184,"GO:0006941"
"GO",-98,0.033030303030303,0.0558829442060457,"GO:0006941"
"GO",-97,0.031155303030303,0.0491734707908828,"GO:0006941"
"GO",-96,0.0314935064935065,0.0539667672713582,"GO:0006941"
"GO",-95,0.0305194805194805,0.0517817146334738,"GO:0006941"
"GO",-94,0.0326704545454545,0.055655182501933,"GO:0006941"
"GO",-93,0.0283820346320346,0.0514271507213597,"GO:0006941"
"GO",-92,0.030530303030303,0.0505662672221768,"GO:0006941"
"GO",-91,0.0355844155844156,0.0558302891340827,"GO:0006941"
"GO",-90,0.0347619047619048,0.0551626245800211,"GO:0006941"
"GO",-89,0.0212121212121212,0.0445496611035342,"GO:0006941"
"GO",-88,0.0320075757575758,0.0498039821076554,"GO:0006941"
"GO",-87,0.0374458874458874,0.0527430443629545,"GO:0006941"
"GO",-86,0.0417748917748918,0.0492266152520491,"GO:0006941"
"GO",-85,0.0566152597402597,0.0642379154449249,"GO:0006941"
"GO",-84,0.0566558441558442,0.069958251284687,"GO:0006941"
"GO",-83,0.0535984848484849,0.0538010267771805,"GO:0006941"
"GO",-82,0.0434388528138528,0.0643456060777144,"GO:0006941"
"GO",-81,0.0478625541125541,0.0687680882541256,"GO:0006941"
"GO",-80,0.0447510822510823,0.0605298798691412,"GO:0006941"
"GO",-79,0.0308441558441558,0.0554305905905288,"GO:0006941"
"GO",-78,0.0265692640692641,0.0506274067022672,"GO:0006941"
"GO",-77,0.0272727272727273,0.0544043276477856,"GO:0006941"
"GO",-76,0.03125,0.0600152058681841,"GO:0006941"
"GO",-75,0.0383333333333333,0.056375570288743,"GO:0006941"
"GO",-74,0.0441017316017316,0.0662231900410666,"GO:0006941"
"GO",-73,0.0379464285714286,0.0604342232645233,"GO:0006941"
"GO",-72,0.0222943722943723,0.0510866234113262,"GO:0006941"
"GO",-71,0.0351893939393939,0.0538183084477016,"GO:0006941"
"GO",-70,0.0428030303030303,0.0650380257757357,"GO:0006941"
"GO",-69,0.0425324675324675,0.0660799026004359,"GO:0006941"
"GO",-68,0.0475649350649351,0.058956294890003,"GO:0006941"
"GO",-67,0.0343046536796537,0.051499146281262,"GO:0006941"
"GO",-66,0.0328192640692641,0.0518321686265843,"GO:0006941"
"GO",-65,0.0283549783549784,0.0453001794120516,"GO:0006941"
"GO",-64,0.0192451298701299,0.0366307653048385,"GO:0006941"
"GO",-63,0.0278679653679654,0.0406389780546199,"GO:0006941"
"GO",-62,0.0445995670995671,0.0541838082165254,"GO:0006941"
"GO",-61,0.0371888528138528,0.0554083207855995,"GO:0006941"
"GO",-60,0.041017316017316,0.0674312735183428,"GO:0006941"
"GO",-59,0.0349025974025974,0.0527038601869967,"GO:0006941"
"GO",-58,0.0382575757575758,0.05141154133169,"GO:0006941"
"GO",-57,0.0553571428571429,0.0741901111959826,"GO:0006941"
"GO",-56,0.0482683982683983,0.0646351677386384,"GO:0006941"
"GO",-55,0.0499025974025974,0.0677120676880315,"GO:0006941"
"GO",-54,0.042965367965368,0.0614708245864655,"GO:0006941"
"GO",-53,0.0391774891774892,0.0664576190583205,"GO:0006941"
"GO",-52,0.0450351731601732,0.0625055952752799,"GO:0006941"
"GO",-51,0.0511363636363636,0.0764310270946846,"GO:0006941"
"GO",-50,0.0571428571428571,0.0804737986761807,"GO:0006941"
"GO",-49,0.04375,0.0687961419850918,"GO:0006941"
"GO",-48,0.032521645021645,0.0603605489652464,"GO:0006941"
"GO",-47,0.0297348484848485,0.0621637655263977,"GO:0006941"
"GO",-46,0.0327651515151515,0.0661168638667429,"GO:0006941"
"GO",-45,0.046969696969697,0.0833109662062489,"GO:0006941"
"GO",-44,0.0481060606060606,0.0764523109332364,"GO:0006941"
"GO",-43,0.0465936147186147,0.0701740995314437,"GO:0006941"
"GO",-42,0.04004329004329,0.0608263307810663,"GO:0006941"
"GO",-41,0.0415313852813853,0.0617614918843857,"GO:0006941"
"GO",-40,0.0494588744588745,0.0721189662468024,"GO:0006941"
"GO",-39,0.0582251082251082,0.0714607800129904,"GO:0006941"
"GO",-38,0.0676948051948052,0.0871067037774735,"GO:0006941"
"GO",-37,0.0687905844155844,0.0806993960105494,"GO:0006941"
"GO",-36,0.0585497835497836,0.071574819239734,"GO:0006941"
"GO",-35,0.0506764069264069,0.0630732413898107,"GO:0006941"
"GO",-34,0.0492694805194805,0.0681889054793996,"GO:0006941"
"GO",-33,0.0350378787878788,0.0486105238395346,"GO:0006941"
"GO",-32,0.022754329004329,0.0465531423008116,"GO:0006941"
"GO",-31,0.01191829004329,0.0357641974592646,"GO:0006941"
"GO",-30,0.0188311688311688,0.0445163565629484,"GO:0006941"
"GO",-29,0.0220238095238095,0.0432281376809087,"GO:0006941"
"GO",-28,0.0259199134199134,0.041987660593518,"GO:0006941"
"GO",-27,0.0409090909090909,0.0596560496221354,"GO:0006941"
"GO",-26,0.0448322510822511,0.0542217468982358,"GO:0006941"
"GO",-25,0.0477272727272727,0.0505257768136381,"GO:0006941"
"GO",-24,0.0469155844155844,0.0494727235273623,"GO:0006941"
"GO",-23,0.0496753246753247,0.0534734329721464,"GO:0006941"
"GO",-22,0.05625,0.0583506342007343,"GO:0006941"
"GO",-21,0.0486201298701299,0.0525843874849289,"GO:0006941"
"GO",-20,0.0518939393939394,0.0534610763150266,"GO:0006941"
"GO",-19,0.0415178571428571,0.0527204349675758,"GO:0006941"
"GO",-18,0.0303030303030303,0.0491888633738308,"GO:0006941"
"GO",-17,0.0268939393939394,0.049443401867738,"GO:0006941"
"GO",-16,0.0435254329004329,0.0538502723036996,"GO:0006941"
"GO",-15,0.0631222943722944,0.0668392248642932,"GO:0006941"
"GO",-14,0.0704545454545455,0.0778310331452719,"GO:0006941"
"GO",-13,0.0656385281385281,0.0776361287540579,"GO:0006941"
"GO",-12,0.0474025974025974,0.0611824677331039,"GO:0006941"
"GO",-11,0.0284090909090909,0.0632434639262184,"GO:0006941"
"GO",-10,0.0310064935064935,0.0629511374727111,"GO:0006941"
"GO",-9,0.0386363636363636,0.0746025409222148,"GO:0006941"
"GO",-8,0.0427489177489178,0.0786023875136983,"GO:0006941"
"GO",-7,0.0397402597402597,0.0741976687066829,"GO:0006941"
"GO",-6,0.0431818181818182,0.0743896944373198,"GO:0006941"
"GO",-5,0.04745670995671,0.0839369025455539,"GO:0006941"
"GO",-4,0.0465909090909091,0.0685376549641987,"GO:0006941"
"GO",-3,0.0498376623376623,0.067350154236358,"GO:0006941"
"GO",-2,0.0513203463203463,0.0632303648122614,"GO:0006941"
"GO",-1,0.0568181818181818,0.0512528037700549,"GO:0006941"
"All",-100,0.0199447423526427,0.0437893469757778,"GO:0099536"
"All",-99,0.0195011401792789,0.0434842277989326,"GO:0099536"
"All",-98,0.0188925263572995,0.0427314276245817,"GO:0099536"
"All",-97,0.0185975409019861,0.0422095537395706,"GO:0099536"
"All",-96,0.0184117452956119,0.0419301387506273,"GO:0099536"
"All",-95,0.0182763791347126,0.041698925054944,"GO:0099536"
"All",-94,0.0183714753123495,0.041750798286306,"GO:0099536"
"All",-93,0.018285553060264,0.0415897752891739,"GO:0099536"
"All",-92,0.0183990153952726,0.0418626218964955,"GO:0099536"
"All",-91,0.0183368021294831,0.0418521025539049,"GO:0099536"
"All",-90,0.0184129287521787,0.0419960536069159,"GO:0099536"
"All",-89,0.0185223862507542,0.042027727055213,"GO:0099536"
"All",-88,0.0185766679686495,0.0421391159147307,"GO:0099536"
"All",-87,0.0185978220605289,0.0422237588885653,"GO:0099536"
"All",-86,0.0185154753094531,0.0421707464533147,"GO:0099536"
"All",-85,0.0186354635425468,0.0422572806062372,"GO:0099536"
"All",-84,0.0185010484646521,0.0420386050790833,"GO:0099536"
"All",-83,0.018627922011345,0.0423248109783512,"GO:0099536"
"All",-82,0.0187146221047375,0.0424325184904348,"GO:0099536"
